part_name,brand,model,listing_count,mean_price,median_price,std_price,price_variance,coefficient_of_variation,min_price,max_price,price_range
"alternator bracket / accessories - , e-",vw,golf,29,45.3103,47.3,4.4707,19.9871,0.0987,35.4,47.6,12.2
hand brake lever -,toyota,corolla,39,44.0205,47.2,4.4213,19.5478,0.1004,35.5,47.6,12.1
"avgas temperaturgivare - , e-",vw,golf,29,52.2448,53.1,4.4183,19.5211,0.0846,47.2,59.5,12.3
mass air-flow sensor -,toyota,corolla,39,80.7667,82.9,4.3665,19.0663,0.0541,71.0,83.3,12.3
"curtain airbags - , e-(left)",vw,golf,42,144.5714,142.3,4.3352,18.7939,0.03,141.5,154.7,13.2
engine casing -,toyota,corolla,39,56.9897,59.2,4.2634,18.1768,0.0748,47.4,59.5,12.1
suspension -(rear),toyota,corolla,78,44.9128,47.2,4.2408,17.9847,0.0944,35.5,47.6,12.1
airbag front sensor -(left front),toyota,corolla,7,37.2286,35.6,4.1537,17.2535,0.1116,35.4,47.4,12.0
brake disc -(front),toyota,corolla,42,13.8452,13.0,4.1375,17.1187,0.2988,5.9,17.8,11.9
"other airbags - , e-",vw,golf,24,19.8333,20.7,4.048,16.3864,0.2041,14.2,23.8,9.6
"komfort styrdon - , e-",vw,golf,30,175.5467,177.4,4.0427,16.3432,0.023,166.9,178.5,11.6
fuel injection pump -,toyota,corolla,40,117.335,118.4,3.7266,13.8873,0.0318,100.6,119.0,18.4
"shock absorbers rear - , e-(rear)",vw,golf,53,60.9264,59.5,3.6565,13.3702,0.06,59.0,71.4,12.4
tank lid -,skoda,octavia,29,49.1793,47.4,3.5804,12.8196,0.0728,47.2,56.5,9.3
"alternator - , e-",vw,golf,30,219.37,219.0,3.4211,11.7041,0.0156,212.4,226.1,13.7
airbag front sensor -(right),toyota,corolla,27,46.2667,47.4,3.249,10.5563,0.0702,35.5,47.6,12.1
"cam belt / transmission cap - , e-",vw,golf,27,14.2037,11.9,3.2476,10.547,0.2286,9.5,17.8,8.3
clutch cylinder slave -,toyota,corolla,39,30.3359,29.6,3.1562,9.9618,0.104,23.7,35.7,12.0
starter gasoline -,toyota,corolla,40,94.4625,94.7,3.1454,9.8933,0.0333,82.9,106.7,23.8
"gear distributor box - , e-(front)",vw,golf,6,1006.1167,1005.8,3.1291,9.7914,0.0031,1002.5,1011.5,9.0
other relay -,skoda,octavia,30,21.5567,23.6,3.126,9.7718,0.145,17.7,25.0,7.3
motor bracket -,toyota,corolla,36,45.925,47.4,3.0769,9.4674,0.067,35.5,47.6,12.1
wheel bearing spindle shaft-(left rear),toyota,corolla,2,203.5,203.5,3.0,9.0,0.0147,200.5,206.5,6.0
"dipstick - , e-",vw,golf,30,20.1267,18.9,2.9982,8.9893,0.149,16.5,23.8,7.3
"hand brake lever - , e-",vw,golf,24,56.225,56.25,2.9629,8.7785,0.0527,53.1,59.5,6.4
"motor bracket - , e-",vw,golf,24,56.2333,56.3,2.9553,8.7339,0.0526,53.1,59.5,6.4
gear box cushion -,skoda,octavia,24,32.5667,32.6,2.9519,8.7139,0.0906,29.5,35.7,6.2
caliper bracket -(right rear),toyota,corolla,2,50.35,50.35,2.95,8.7025,0.0586,47.4,53.3,5.9
aktivt kollisionsskydd sensor -(left),skoda,octavia,11,228.3091,230.0,2.9318,8.5954,0.0128,224.2,232.0,7.8
"starter gasoline - , e-",vw,golf,29,144.2828,142.3,2.9144,8.4938,0.0202,141.5,148.8,7.3
tank transmitters -,skoda,octavia,30,44.9767,47.2,2.9095,8.4651,0.0647,41.3,47.6,6.3
carbon canister -,toyota,corolla,30,27.2433,29.5,2.9082,8.4578,0.1068,23.6,29.8,6.2
"coil - , e-",vw,golf,30,55.6333,53.45,2.903,8.4276,0.0522,53.1,59.5,6.4
"valve cap - , e-",vw,golf,30,49.7167,47.5,2.9021,8.4221,0.0584,47.2,53.5,6.3
rubber bellow / tube -,toyota,corolla,30,31.9833,29.75,2.9006,8.4134,0.0907,29.5,35.7,6.2
rubber bellow / tube -,skoda,octavia,30,37.8767,35.65,2.8924,8.3658,0.0764,35.4,41.6,6.2
"gear box bracket - , e-",vw,golf,29,49.6,47.4,2.8817,8.3041,0.0581,47.2,53.5,6.3
brake disc -(front),skoda,octavia,16,14.075,11.9,2.86,8.1794,0.2032,11.8,17.8,6.0
trailing link rear-(right),skoda,octavia,2,73.85,73.85,2.85,8.1225,0.0386,71.0,76.7,5.7
"battery cable - , e-",vw,golf,30,43.3967,41.5,2.798,7.829,0.0645,41.3,47.6,6.3
fuel pump electric -,toyota,corolla,38,102.5,100.8,2.7888,7.7774,0.0272,100.2,107.1,6.9
avgas temperaturgivare -,skoda,octavia,30,58.4767,59.15,2.7599,7.6171,0.0472,53.1,61.9,8.8
"rubber bellow / tube - , e-",vw,golf,30,37.2867,35.55,2.7239,7.4198,0.0731,35.4,41.6,6.2
actuator loom -(right front),toyota,corolla,7,66.4714,67.4,2.4841,6.1706,0.0374,60.4,67.8,7.4
hand brake lever -,skoda,octavia,28,57.9536,59.2,2.445,5.9782,0.0422,53.1,59.5,6.4
fuel injection pump -,skoda,octavia,30,143.22,142.1,2.415,5.8323,0.0169,141.5,148.8,7.3
cam belt / transmission cap -,skoda,octavia,30,18.9367,17.8,2.374,5.6357,0.1254,17.7,23.8,6.1
"carbon canister - , e-",vw,golf,30,40.2367,41.4,2.3624,5.581,0.0587,35.4,41.6,6.2
parking control unit -,skoda,octavia,29,96.131,95.2,2.344,5.4946,0.0244,94.4,101.1,6.7
"mass air-flow sensor - , e-",vw,golf,30,80.9667,82.6,2.3393,5.4722,0.0289,77.8,83.3,5.5
sensor ac inner temperature -,skoda,octavia,30,20.8333,19.0,2.3277,5.4182,0.1117,18.9,23.8,4.9
coil -,toyota,corolla,39,52.2333,53.3,2.264,5.1258,0.0433,47.4,53.5,6.1
actuator loom -(left rear),toyota,corolla,13,66.8462,67.4,2.2138,4.9009,0.0331,59.2,67.8,8.6
airbag krocksensor -,toyota,corolla,40,57.1025,56.3,1.8536,3.4357,0.0325,53.3,59.5,6.2
wiper arm motor relay -,toyota,corolla,11,33.9182,35.4,1.7719,3.1397,0.0522,31.9,35.7,3.8
gear box bracket -,skoda,octavia,24,58.2375,59.05,1.6477,2.7148,0.0283,55.2,59.5,4.3
passenger airbag -,skoda,octavia,29,485.4793,485.4,1.5282,2.3354,0.0031,483.6,487.9,4.3
actuator loom -,toyota,corolla,3,49.5333,50.6,1.5085,2.2756,0.0305,47.4,50.6,3.2
aktivt kollisionsskydd sensor -,toyota,corolla,6,473.6667,473.9,1.4738,2.1722,0.0031,471.8,476.0,4.2
aktivt kollisionsskydd sensor -(left rear),toyota,corolla,6,473.6667,473.9,1.4738,2.1722,0.0031,471.8,476.0,4.2
aktivt kollisionsskydd sensor -(left),toyota,corolla,6,473.6667,473.9,1.4738,2.1722,0.0031,471.8,476.0,4.2
"abs hydraulic pump - , e-",vw,golf,30,473.4667,473.3,1.4693,2.1589,0.0031,471.8,476.0,4.2
"passenger airbag - , e-(interior front)",vw,golf,6,473.4667,473.3,1.4693,2.1589,0.0031,471.8,476.0,4.2
injection control unit -,skoda,octavia,29,473.7276,474.2,1.4614,2.1358,0.0031,471.8,476.0,4.2
suspension -(rear),skoda,octavia,57,47.8456,47.4,1.4604,2.1327,0.0305,47.2,52.4,5.2
abs hydraulic pump -,skoda,octavia,29,473.731,474.2,1.457,2.1228,0.0031,471.8,476.0,4.2
"other transmitters - , e-",vw,golf,30,34.8033,35.5,1.4305,2.0463,0.0411,31.8,35.7,3.9
"airbag krocksensor - , e-",vw,golf,18,57.1833,56.3,1.4253,2.0314,0.0249,56.0,59.5,3.5
"injection control unit - , e-",vw,golf,30,449.8,449.65,1.3988,1.9567,0.0031,448.2,452.2,4.0
adaptiv farthållare sensor -(front),skoda,octavia,4,426.7,426.9,1.3601,1.85,0.0032,424.6,428.4,3.8
airbag control unit-,skoda,octavia,2,296.2,296.2,1.3,1.69,0.0044,294.9,297.5,2.6
steering wheel airbag -(interior front),skoda,octavia,6,414.45,414.65,1.2971,1.6825,0.0031,412.8,416.5,3.7
suspension-(rear),toyota,corolla,2,46.2,46.2,1.2,1.44,0.026,45.0,47.4,2.4
load air pressure transmitters -,skoda,octavia,30,36.9367,37.75,1.166,1.3597,0.0316,35.4,38.1,2.7
insp.pump diesel control unit -,skoda,octavia,29,355.1414,355.2,1.1128,1.2383,0.0031,353.8,357.0,3.2
throttle housing -,skoda,octavia,30,142.5067,142.1,1.0446,1.0913,0.0073,141.5,145.2,3.7
rear axle -(rear),toyota,corolla,6,331.5333,331.7,1.0435,1.0889,0.0031,330.2,333.2,3.0
control unit xenon -,skoda,octavia,12,166.0417,165.9,1.0045,1.0091,0.006,165.1,168.9,3.8
rear axle beam -(rear),skoda,octavia,6,295.9167,295.85,0.91,0.8281,0.0031,294.9,297.5,2.6
signal horn-,skoda,octavia,2,34.8,34.8,0.9,0.81,0.0259,33.9,35.7,1.8
wheel bearing spindle shaft-(right rear),skoda,octavia,3,213.5667,214.2,0.8957,0.8022,0.0042,212.3,214.2,1.9
airbag control unit -,skoda,octavia,28,295.8964,295.85,0.872,0.7603,0.0029,294.9,297.5,2.6
diesel tank -(rear),skoda,octavia,6,284.1,284.0,0.8679,0.7533,0.0031,283.1,285.6,2.5
shock absorbers rear -(rear),toyota,corolla,73,60.3274,60.4,0.8414,0.708,0.0139,59.2,62.2,3.0
gear lever-,toyota,corolla,2,177.7,177.7,0.8,0.64,0.0045,176.9,178.5,1.6
gear lever -(interior front),skoda,octavia,6,260.4333,260.35,0.7972,0.6356,0.0031,259.5,261.8,2.3
trailing link rear-(left),skoda,octavia,3,83.6,83.7,0.7789,0.6067,0.0093,82.6,84.5,1.9
signal horn -,skoda,octavia,22,35.1091,35.45,0.771,0.5945,0.022,33.6,35.7,2.1
knee -,skoda,octavia,30,242.75,242.85,0.732,0.5358,0.003,241.8,243.9,2.1
"fly wheel automat - , e-(front)",vw,golf,6,242.65,242.55,0.732,0.5358,0.003,241.8,243.9,2.1
aktivt kollisionsskydd sensor -,skoda,octavia,6,236.8333,236.95,0.7226,0.5222,0.0031,235.9,238.0,2.1
"airbag control unit - , e-",vw,golf,30,236.7333,236.65,0.7203,0.5189,0.003,235.9,238.0,2.1
aktivt kollisionsskydd sensor -(right rear),skoda,octavia,6,230.9167,231.05,0.6962,0.4847,0.003,230.0,232.0,2.0
aktivt kollisionsskydd sensor -(right),skoda,octavia,6,230.9167,231.05,0.6962,0.4847,0.003,230.0,232.0,2.0
kamera utvändig -(rear),skoda,octavia,6,213.0667,213.0,0.6498,0.4222,0.003,212.3,214.2,1.9
oil filter holder -,skoda,octavia,12,23.0833,23.1,0.6039,0.3647,0.0262,22.4,23.8,1.4
control unit xenon -(left front),skoda,octavia,6,177.6167,177.7,0.5459,0.2981,0.0031,176.9,178.5,1.6
contact roll airbag -,skoda,octavia,30,177.6167,177.7,0.5459,0.2981,0.0031,176.9,178.5,1.6
"brake caliper - , e-(left front rear)",vw,golf,6,177.55,177.5,0.5439,0.2958,0.0031,176.9,178.5,1.6
"hub rear - , e-(left rear)",vw,golf,6,177.55,177.5,0.5439,0.2958,0.0031,176.9,178.5,1.6
"hub rear - , e-(right rear)",vw,golf,6,177.55,177.5,0.5439,0.2958,0.0031,176.9,178.5,1.6
"contact roll airbag - , e-",vw,golf,30,177.55,177.5,0.5439,0.2958,0.0031,176.9,178.5,1.6
"gear lever - , e-",vw,golf,28,177.5964,177.6,0.5335,0.2846,0.003,176.9,178.5,1.6
control unit xenon -(front),skoda,octavia,6,165.8,165.9,0.5196,0.27,0.0031,165.1,166.6,1.5
side airbags -(left rear),skoda,octavia,6,157.5,157.6,0.5196,0.27,0.0033,156.8,158.3,1.5
side airbags -(right rear),skoda,octavia,6,157.5,157.6,0.5196,0.27,0.0033,156.8,158.3,1.5
control unit xenon -(left),skoda,octavia,6,159.85,159.9,0.5058,0.2558,0.0032,159.2,160.7,1.5
roof assembled -(left),skoda,octavia,6,142.1,142.2,0.4435,0.1967,0.0031,141.5,142.8,1.3
roof assembled -(right),skoda,octavia,6,142.1,142.2,0.4435,0.1967,0.0031,141.5,142.8,1.3
hub rear -(left rear),skoda,octavia,12,142.0333,142.0,0.4384,0.1922,0.0031,141.5,142.8,1.3
"fuel pump electric - , e-(rear)",vw,golf,6,142.0333,142.0,0.4384,0.1922,0.0031,141.5,142.8,1.3
hub rear -(right rear),skoda,octavia,6,142.0333,142.0,0.4384,0.1922,0.0031,141.5,142.8,1.3
"fuel injection pump - , e-(rear)",vw,golf,6,134.9333,134.9,0.4384,0.1922,0.0032,134.4,135.7,1.3
starter diesel -,skoda,octavia,30,130.2,130.15,0.4082,0.1667,0.0031,129.7,130.9,1.2
inverter 12 -> 220 v -(interior rear),skoda,octavia,5,142.14,142.1,0.403,0.1624,0.0028,141.6,142.8,1.2
"insp.pump diesel control unit- , e-",vw,golf,3,414.9333,415.2,0.3771,0.1422,0.0009,414.4,415.2,0.8
"dörr styrenhet - , e-(left)",vw,golf,17,106.5294,106.4,0.3544,0.1256,0.0033,106.1,107.1,1.0
"dörr styrenhet - , e-(right)",vw,golf,10,106.48,106.4,0.3544,0.1256,0.0033,106.1,107.1,1.0
actuator loom -(left front),skoda,octavia,6,106.5833,106.65,0.3436,0.1181,0.0032,106.1,107.1,1.0
fuse box / electricity central -(front),skoda,octavia,6,101.2667,101.35,0.3197,0.1022,0.0032,100.8,101.7,0.9
actuator loom -(right front),skoda,octavia,6,95.9167,95.95,0.3023,0.0914,0.0032,95.5,96.4,0.9
"actuator loom - , e-(left rear)",vw,golf,6,100.5833,100.55,0.3023,0.0914,0.003,100.2,101.1,0.9
dörr styrenhet -,skoda,octavia,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
"sensor acceleration - , e-",vw,golf,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
"trailing link rear - , e-(either side)",vw,golf,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
dörr styrenhet -(left front),skoda,octavia,12,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
dörr styrenhet -(right front),skoda,octavia,12,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
"air purifier - , e-",vw,golf,30,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
rain sensor -,skoda,octavia,27,94.6815,94.6,0.2816,0.0793,0.003,94.4,95.2,0.8
control unit xenon -(left),toyota,corolla,6,94.7333,94.75,0.2809,0.0789,0.003,94.4,95.2,0.8
control unit xenon -(right),toyota,corolla,6,94.7333,94.75,0.2809,0.0789,0.003,94.4,95.2,0.8
fuse box / electricity central -(interior front),skoda,octavia,6,94.7333,94.75,0.2809,0.0789,0.003,94.4,95.2,0.8
bensin/dieselvärmare styrenhet -,skoda,octavia,22,94.7273,94.7,0.2799,0.0783,0.003,94.4,95.2,0.8
distributors vacuum regulator -,toyota,corolla,40,100.625,100.6,0.2681,0.0719,0.0027,100.2,101.1,0.9
trailing link rear -(right rear lower),skoda,octavia,5,82.84,82.8,0.2577,0.0664,0.0031,82.6,83.3,0.7
main cylinder -(front),skoda,octavia,6,82.9,82.95,0.2449,0.06,0.003,82.6,83.3,0.7
side airbags -(left),skoda,octavia,6,82.9,82.95,0.2449,0.06,0.003,82.6,83.3,0.7
"seat assembled - , e-",vw,golf,12,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"seat assembled - , e-(left front)",vw,golf,12,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"rain sensor - , e-",vw,golf,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"rain sensor - , e-(interior front)",vw,golf,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"seat assembled - , e-(right front)",vw,golf,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"side airbags - , e-(left)",vw,golf,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"trailing link rear - , e-(left rear)",vw,golf,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"trailing link rear - , e-(right rear)",vw,golf,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
trailing link rear -(left rear lower),skoda,octavia,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
rain sensor-,skoda,octavia,3,94.8667,94.7,0.2357,0.0556,0.0025,94.7,95.2,0.5
sensor steering -,toyota,corolla,6,71.05,71.05,0.2141,0.0458,0.003,70.8,71.4,0.6
trailing link rear -(right upper),toyota,corolla,6,71.05,71.05,0.2141,0.0458,0.003,70.8,71.4,0.6
"engine casing - , e-(front)",vw,golf,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"ljusinställning lägesgivare - , e-(rear)",vw,golf,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"pulley - , e-",vw,golf,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"pulley - , e-(exterior)",vw,golf,24,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
crankshaft -,skoda,octavia,12,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"ljusinställning lägesgivare - , e-",vw,golf,18,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"engine casing - , e-",vw,golf,23,71.0435,71.0,0.2123,0.0451,0.003,70.8,71.4,0.6
"bränslepump styrenhet - , e-",vw,golf,5,55.08,55.0,0.1939,0.0376,0.0035,54.9,55.4,0.5
caliper bracket -(left front),skoda,octavia,5,59.2,59.2,0.1897,0.036,0.0032,59.0,59.5,0.5
parkeringshjälp frontsensor -,skoda,octavia,25,59.196,59.2,0.1843,0.034,0.0031,59.0,59.5,0.5
caliper bracket -(right front),skoda,octavia,11,59.2091,59.2,0.1832,0.0336,0.0031,59.0,59.5,0.5
shock absorbers rear-(rear),skoda,octavia,5,47.4,47.4,0.1789,0.032,0.0038,47.2,47.6,0.4
"suspension - , e-(rear)",vw,golf,59,59.1831,59.1,0.1787,0.0319,0.003,59.0,59.5,0.5
ljusinställning lägesgivare -(rear),skoda,octavia,6,73.1167,73.15,0.1772,0.0314,0.0024,72.9,73.4,0.5
"motor cushion - , e-",vw,golf,30,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
pulley -,skoda,octavia,30,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
gear box bracket -(left front),skoda,octavia,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"ljusinställning lägesgivare - , e-(left rear)",vw,golf,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"motor bracket - , e-(right)",vw,golf,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"shock absorbers rear - , e-(right rear)",vw,golf,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"tank lid - , e-(rear)",vw,golf,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
caliper bracket -(rear),skoda,octavia,12,56.2167,56.25,0.1772,0.0314,0.0032,56.0,56.5,0.5
airbag krocksensor -,skoda,octavia,12,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
airbag krocksensor -(left front),skoda,octavia,12,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
airbag krocksensor -(right front),skoda,octavia,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
dragkrok styrenhet -(rear),skoda,octavia,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
shock absorbers rear -(left rear),toyota,corolla,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
actuator loom -(left front),toyota,corolla,6,67.4833,67.45,0.1772,0.0314,0.0026,67.3,67.8,0.5
rear sensor -,toyota,corolla,19,59.2158,59.2,0.1725,0.0298,0.0029,59.0,59.5,0.5
rear sensor -(interior),toyota,corolla,13,59.2154,59.2,0.1703,0.029,0.0029,59.0,59.5,0.5
motor bracket -,skoda,octavia,29,59.1724,59.1,0.17,0.0289,0.0029,59.0,59.5,0.5
"parkeringshjälp frontsensor - , e-",vw,golf,29,59.1724,59.1,0.17,0.0289,0.0029,59.0,59.5,0.5
suspension-(rear),skoda,octavia,3,47.4,47.4,0.1633,0.0267,0.0034,47.2,47.6,0.4
"rear sensor- , e-",vw,golf,2,59.15,59.15,0.15,0.0225,0.0025,59.0,59.3,0.3
"trailing link rear - , e-(right rear upper)",vw,golf,5,47.34,47.3,0.1497,0.0224,0.0032,47.2,47.6,0.4
brake intensity regulator -,toyota,corolla,25,47.36,47.4,0.1497,0.0224,0.0032,47.2,47.6,0.4
"caliper bracket - , e-(right front)",vw,golf,6,50.5667,50.55,0.1491,0.0222,0.0029,50.4,50.8,0.4
caliper bracket -(left rear),toyota,corolla,12,53.2833,53.3,0.1462,0.0214,0.0027,53.1,53.5,0.4
"caliper bracket - , e-(left front)",vw,golf,5,50.6,50.6,0.1414,0.02,0.0028,50.4,50.8,0.4
"trailing link rear - , e-(right upper)",vw,golf,23,47.3478,47.3,0.141,0.0199,0.003,47.2,47.6,0.4
"gear box cushion - , e-",vw,golf,30,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"trailing link rear - , e-(left upper)",vw,golf,24,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"brake disc - , e-(rear)",vw,golf,18,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"airbag krocksensor - , e-(right front)",vw,golf,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"airbag krocksensor - , e-(right)",vw,golf,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"caliper bracket - , e-(right rear)",vw,golf,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"trailing link rear - , e-(left rear upper)",vw,golf,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
gear box bracket -(rear),toyota,corolla,12,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
"caliper bracket - , e-",vw,golf,11,47.3636,47.4,0.1367,0.0187,0.0029,47.2,47.6,0.4
airbag front sensor -(right front),toyota,corolla,23,47.3739,47.4,0.1358,0.0184,0.0029,47.2,47.6,0.4
piston / rod -,toyota,corolla,31,47.3677,47.4,0.1353,0.0183,0.0029,47.2,47.6,0.4
parkeringshjälp frontsensor -(interior),skoda,octavia,5,59.12,59.1,0.1166,0.0136,0.002,59.0,59.3,0.3
battery box / fixing / holder -(front),skoda,octavia,12,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
signal horn -(front),skoda,octavia,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
battery box / fixing / holder -,skoda,octavia,18,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
ignition diesel relay -,skoda,octavia,28,29.6143,29.6,0.1093,0.0119,0.0037,29.5,29.8,0.3
"battery box / fixing / holder - , e-",vw,golf,29,35.5172,35.5,0.1085,0.0118,0.0031,35.4,35.7,0.3
"signal horn - , e-",vw,golf,29,29.6172,29.6,0.1085,0.0118,0.0037,29.5,29.8,0.3
"sensor steering - , e-",vw,golf,30,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"airbag front sensor - , e-(right front)",vw,golf,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"central lock control unit - , e-",vw,golf,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"load air pressure transmitters - , e-",vw,golf,30,41.4167,41.4,0.1067,0.0114,0.0026,41.3,41.6,0.3
"oil filter holder - , e-",vw,golf,6,29.6167,29.6,0.1067,0.0114,0.0036,29.5,29.8,0.3
sensor tire pressure -,toyota,corolla,18,29.6167,29.6,0.1067,0.0114,0.0036,29.5,29.8,0.3
trailing link rear -(left exterior rear),skoda,octavia,4,70.9,70.9,0.1,0.01,0.0014,70.8,71.0,0.2
fuel pump electric-,toyota,corolla,2,100.7,100.7,0.1,0.01,0.001,100.6,100.8,0.2
hand brake lever-,skoda,octavia,2,59.1,59.1,0.1,0.01,0.0017,59.0,59.2,0.2
trailing link rear-(left exterior rear),skoda,octavia,2,71.3,71.3,0.1,0.01,0.0014,71.2,71.4,0.2
trailing link rear-(left),toyota,corolla,2,70.9,70.9,0.1,0.01,0.0014,70.8,71.0,0.2
hub rear-(rear),toyota,corolla,3,94.7667,94.7,0.0943,0.0089,0.001,94.7,94.9,0.2
mapp sensor -,toyota,corolla,3,59.3667,59.3,0.0943,0.0089,0.0016,59.3,59.5,0.2
trailing link rear -(right upper),skoda,octavia,12,26.0333,26.0,0.0943,0.0089,0.0036,25.9,26.2,0.3
"sensor ac inner temperature - , e-",vw,golf,23,23.6826,23.7,0.0701,0.0049,0.003,23.6,23.8,0.2
strut bearing rear -(rear),toyota,corolla,30,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"sensor ac inner temperature - , e-(front centre)",vw,golf,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"stolsvärme styrenhet/relä - , e-(left front)",vw,golf,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
strut bearing rear -(left rear),toyota,corolla,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
air-flow sensor -,toyota,corolla,32,23.6844,23.7,0.0667,0.0044,0.0028,23.6,23.8,0.2
"ignition module - , e-",vw,golf,12,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
clutch cylinder main -,skoda,octavia,6,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
ignition diesel relay-,skoda,octavia,2,29.65,29.65,0.05,0.0025,0.0017,29.6,29.7,0.1
other control unit-,skoda,octavia,2,237.15,237.15,0.05,0.0025,0.0002,237.1,237.2,0.1
"fuel tank lid - , e-",vw,golf,29,17.7483,17.7,0.05,0.0025,0.0028,17.7,17.8,0.1
brake disc -(rear),skoda,octavia,11,11.8545,11.9,0.0498,0.0025,0.0042,11.8,11.9,0.1
"brake shield - , e-(rear)",vw,golf,6,11.8333,11.8,0.0471,0.0022,0.004,11.8,11.9,0.1
rear sensor -(exterior),toyota,corolla,3,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
"airbag front sensor - , e-(left)",vw,golf,6,5.9,5.9,0.0,0.0,0.0,5.9,5.9,0.0
"airbag front sensor - , e-(right)",vw,golf,6,5.9,5.9,0.0,0.0,0.0,5.9,5.9,0.0
rear sensor -(centre),toyota,corolla,4,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
alternator-,toyota,corolla,2,142.1,142.1,0.0,0.0,0.0,142.1,142.1,0.0
bensin/dieselvärmare styrenhet-,skoda,octavia,2,94.4,94.4,0.0,0.0,0.0,94.4,94.4,0.0
brake disc-(front),skoda,octavia,2,11.8,11.8,0.0,0.0,0.0,11.8,11.8,0.0
drive shaft-(left front),toyota,corolla,2,236.8,236.8,0.0,0.0,0.0,236.8,236.8,0.0
"dörr styrenhet- , e-(right)",vw,golf,2,106.8,106.8,0.0,0.0,0.0,106.8,106.8,0.0
"gear lever- , e-",vw,golf,2,176.9,176.9,0.0,0.0,0.0,176.9,176.9,0.0
main cylinder-,toyota,corolla,2,60.4,60.4,0.0,0.0,0.0,60.4,60.4,0.0
passenger airbag-,toyota,corolla,2,296.5,296.5,0.0,0.0,0.0,296.5,296.5,0.0
rear axle beam-,toyota,corolla,2,415.2,415.2,0.0,0.0,0.0,415.2,415.2,0.0
sump-,skoda,octavia,2,107.1,107.1,0.0,0.0,0.0,107.1,107.1,0.0
