part_name,brand,model,year_start,year_end,listing_count,mean_price,median_price,std_price,price_variance,coefficient_of_variation,min_price,max_price,price_range
"engine diesel - , e-",vw,golf,2013,2020,28,3884.2071,3970.1,243.6263,59353.7564,0.0627,3488.7,4117.4,628.7
hybrid inverter -,toyota,corolla,2019,2027,40,1013.5825,1085.45,209.1815,43756.8824,0.2064,355.2,1190.0,834.8
engine diesel -,skoda,octavia,2013,2020,30,3888.4967,3910.85,209.1185,43730.5597,0.0538,3529.3,4165.0,635.7
"engine gasoline - , e-",vw,golf,2013,2020,30,4096.08,4100.45,186.2434,34686.6136,0.0455,3753.4,4343.5,590.1
gear box 6 speed -,toyota,corolla,2008,2012,29,1287.9241,1356.6,185.871,34548.0405,0.1443,592.0,1428.0,836.0
"automatic gear - , e-",vw,golf,2013,2020,24,3522.15,3494.6,174.5349,30462.4367,0.0496,3305.2,3808.0,502.8
"brake servo - , e-",vw,golf,2013,2020,29,268.8931,188.8,165.0083,27227.7544,0.6137,176.9,595.0,418.1
automatic gear-,toyota,corolla,2019,2027,3,2920.8333,2975.0,144.4249,20858.5489,0.0494,2723.2,3064.3,341.1
kamera utvändig -,toyota,corolla,2019,2027,38,611.2237,653.45,143.9853,20731.756,0.2356,296.0,714.0,418.0
automatic gear -,toyota,corolla,2019,2027,36,2911.05,2960.0,127.4911,16253.9708,0.0438,2604.8,3054.5,449.7
"gear box 5 speed - , e-",vw,golf,2013,2020,21,1983.1,2005.0,117.0206,13693.8133,0.059,1804.1,2142.0,337.9
automatic gear -,skoda,octavia,2020,2027,18,4460.4444,4391.9,111.0981,12342.7769,0.0249,4363.8,4641.0,277.2
engine diesel -,toyota,corolla,2002,2007,25,893.816,935.4,106.9074,11429.1893,0.1196,522.2,952.0,429.8
hybrid batteri -,toyota,corolla,2019,2027,40,1287.9025,1300.1,94.0762,8850.3242,0.073,1124.8,1462.2,337.4
"gear box 6 speed - , e-",vw,golf,2013,2020,30,2199.2533,2138.6,93.8716,8811.8805,0.0427,2122.9,2380.0,257.1
"gear box 5 speed- , e-",vw,golf,2013,2020,3,1929.9667,1963.5,92.734,8599.6022,0.048,1803.4,2023.0,219.6
gear box 5 speed -,toyota,corolla,2002,2007,26,673.9192,652.2,91.9462,8454.0954,0.1364,532.8,833.0,300.2
gear box 6 speed-,toyota,corolla,2008,2012,5,1349.5,1368.5,89.256,7966.628,0.0661,1179.4,1428.0,248.6
gear box 5 speed -,toyota,corolla,2008,2012,7,733.6571,769.6,88.3144,7799.4396,0.1204,517.4,773.5,256.1
engine gasoline -,toyota,corolla,2019,2027,39,3611.5846,3656.1,69.9222,4889.1085,0.0194,3433.6,3689.0,255.4
rear gear / diff. -,skoda,octavia,2005,2013,18,1104.75,1069.3,68.3002,4664.9125,0.0618,947.2,1190.0,242.8
drive shaft -(right front),toyota,corolla,2008,2012,10,228.63,236.25,67.9124,4612.0961,0.297,153.9,297.5,143.6
abs hydraulic pump -,toyota,corolla,2008,2012,4,347.8,355.2,67.4172,4545.08,0.1938,266.4,414.4,148.0
"diesel injection pump - , e-",vw,golf,2004,2009,10,239.86,239.65,62.1841,3866.8604,0.2593,177.0,303.4,126.4
engine gasoline -,skoda,octavia,2013,2020,18,4223.7167,4252.45,58.7249,3448.6169,0.0139,4127.9,4289.9,162.0
other control unit -,toyota,corolla,2019,2027,40,425.195,438.75,58.6381,3438.423,0.1379,270.0,476.0,206.0
gear distributor box -,skoda,octavia,2013,2020,23,984.1478,949.0,56.7326,3218.5921,0.0576,943.5,1093.9,150.4
gear box 5 speed -,skoda,octavia,2013,2020,18,986.3889,949.0,55.8832,3122.9365,0.0567,943.5,1071.0,127.5
curtain airbags -(left),toyota,corolla,2002,2007,6,128.4833,120.2,53.6465,2877.9514,0.4175,59.2,236.8,177.6
curtain airbags -(right),toyota,corolla,2002,2007,10,144.59,180.45,48.916,2392.7729,0.3383,59.2,182.1,122.9
brake servo-,toyota,corolla,2019,2027,2,485.45,485.45,47.35,2242.0225,0.0975,438.1,532.8,94.7
"drive shaft - , e-(right rear)",vw,golf,2013,2020,29,226.3862,236.5,46.1157,2126.6543,0.2037,176.9,308.4,131.5
diesel injection pump -,toyota,corolla,2002,2007,9,78.8222,47.4,44.4853,1978.9395,0.5644,47.2,142.1,94.9
fly wheel automat -,skoda,octavia,2013,2020,12,139.0833,139.0,44.3855,1970.0747,0.3191,94.4,184.4,90.0
rear axle beam -,toyota,corolla,2019,2027,32,394.6812,413.65,43.428,1885.9878,0.11,260.5,416.5,156.0
"passenger airbag - , e-",vw,golf,2013,2020,18,437.9889,450.1,43.1019,1857.7743,0.0984,353.8,476.0,122.2
"drive shaft - , e-(left rear)",vw,golf,2013,2020,32,225.8719,237.0,41.9254,1757.7395,0.1856,176.9,308.4,131.5
knee -,toyota,corolla,2008,2012,27,190.4222,189.8,41.6609,1735.6291,0.2188,90.0,238.0,148.0
"turbo aggregate - , e-",vw,golf,2004,2009,12,396.5333,396.7,41.452,1718.2672,0.1045,353.8,440.3,86.5
fly wheel automat -,skoda,octavia,2005,2013,12,147.9583,147.9,41.4278,1716.2608,0.28,106.1,190.4,84.3
diesel tank -,skoda,octavia,2013,2020,17,265.9706,237.2,39.6048,1568.5409,0.1489,235.9,321.3,85.4
kamera utvändig -,skoda,octavia,2013,2020,17,266.6412,294.9,39.5764,1566.2907,0.1484,212.3,297.5,85.2
brake servo -,toyota,corolla,2019,2027,31,550.3484,562.4,39.0096,1521.7464,0.0709,504.2,595.0,90.8
"rear gear / diff. - , e-",vw,golf,1998,2006,12,867.025,867.6,38.5519,1486.2502,0.0445,825.6,910.3,84.7
"brake caliper - , e-(right front)",vw,golf,2013,2020,23,202.0174,235.9,37.66,1418.278,0.1864,147.4,238.0,90.6
injection control unit -,toyota,corolla,2019,2027,29,529.3379,530.9,36.2017,1310.5617,0.0684,493.0,595.0,102.0
inter axle compl. -,skoda,octavia,2005,2013,24,249.4458,266.55,35.7706,1279.5383,0.1434,177.6,295.7,118.1
abs hydraulic aggregate-,toyota,corolla,2019,2027,4,562.225,574.8,35.6304,1269.5269,0.0634,506.2,593.1,86.9
"rear gear / diff. - , e-",vw,golf,2009,2013,12,864.0667,864.65,35.6013,1267.4522,0.0412,825.6,904.4,78.8
drive shaft -(right front),toyota,corolla,2019,2027,41,330.1171,353.8,35.2347,1241.4843,0.1067,236.8,357.0,120.2
engine diesel -,toyota,corolla,2008,2012,13,915.8231,903.3,34.3689,1181.2233,0.0375,828.8,952.0,123.2
insp.pump diesel control unit -,toyota,corolla,2002,2007,27,202.2667,213.1,34.3149,1177.5133,0.1697,118.4,238.0,119.6
curtain airbags -(left),toyota,corolla,2008,2012,7,124.6714,142.1,32.6434,1065.5906,0.2618,84.1,177.6,93.5
"drive shaft- , e-(left rear)",vw,golf,2013,2020,4,275.65,275.25,32.3679,1047.6825,0.1174,242.7,309.4,66.7
gear box 6 speed -,skoda,octavia,2013,2020,29,2341.9069,2359.6,32.2023,1036.9855,0.0138,2288.0,2380.0,92.0
"crankshaft - , e-",vw,golf,2004,2009,18,114.4167,112.4,31.4345,988.1269,0.2747,76.7,154.7,78.0
curtain airbags -(right),toyota,corolla,2008,2012,9,120.6444,118.4,30.278,916.7558,0.251,84.1,177.6,93.5
steering wheel airbag -,skoda,octavia,2020,2027,12,444.0583,444.15,29.6409,878.5808,0.0667,412.8,476.0,63.2
abs hydraulic pump -,toyota,corolla,2002,2007,4,266.4,266.4,29.6,876.16,0.1111,236.8,296.0,59.2
"rear sensor - , e-",vw,golf,2004,2009,12,88.775,88.7,29.5931,875.7502,0.3333,59.0,119.0,60.0
diesel injection pump -,skoda,octavia,1996,2011,11,209.7455,235.9,29.5696,874.3607,0.141,176.9,238.0,61.1
abs hydraulic aggregate -,skoda,octavia,2020,2027,13,680.4846,675.7,28.5451,814.8228,0.0419,648.7,714.0,65.3
drive shaft -(right front),toyota,corolla,2013,2018,6,205.2333,201.3,27.9119,779.0722,0.136,177.6,236.8,59.2
brake caliper -(left front),toyota,corolla,2019,2027,44,182.6886,177.6,27.452,753.6096,0.1503,118.4,238.0,119.6
drive shaft-(right front),toyota,corolla,2019,2027,3,336.1,353.8,27.3256,746.6867,0.0813,297.5,357.0,59.5
drive shaft -(left rear),skoda,octavia,2013,2020,48,240.4438,233.95,27.2854,744.4937,0.1135,200.5,285.6,85.1
abs hydraulic aggregate -,skoda,octavia,2013,2020,17,651.6118,666.6,27.121,735.5493,0.0416,607.4,672.4,65.0
"brake caliper - , e-(left front)",vw,golf,2013,2020,24,221.9375,236.25,25.6362,657.2132,0.1155,176.9,238.0,61.1
power steering control unit -,toyota,corolla,2002,2007,26,190.8231,177.6,25.3069,640.4379,0.1326,165.8,238.0,72.2
rear axle beam -(rear),toyota,corolla,2019,2027,5,381.9,394.2,25.2086,635.476,0.066,331.5,395.7,64.2
injection control unit -,toyota,corolla,2008,2012,3,380.8667,373.0,24.8002,615.0489,0.0651,355.2,414.4,59.2
"drive shaft - , e-(right rear)",vw,golf,2009,2013,18,193.3333,201.15,24.7994,615.01,0.1283,159.2,220.1,60.9
brake caliper -(right rear),toyota,corolla,2019,2027,53,193.2057,177.9,24.423,596.4839,0.1264,168.7,238.0,69.3
hybrid converter -,toyota,corolla,2019,2027,18,382.8722,379.15,24.3649,593.6476,0.0636,353.8,416.5,62.7
insp.pump diesel control unit -,toyota,corolla,2008,2012,7,226.9429,236.8,24.2359,587.3767,0.1068,167.6,238.0,70.4
rear axle -,skoda,octavia,2013,2020,29,384.8862,378.4,24.232,587.1902,0.063,353.8,416.5,62.7
brake caliper-(right rear),toyota,corolla,2019,2027,2,212.9,212.9,24.2,585.64,0.1137,188.7,237.1,48.4
brake caliper -(right front),toyota,corolla,2019,2027,47,182.2787,177.6,24.06,578.8817,0.132,142.1,238.0,95.9
abs hydraulic aggregate -,toyota,corolla,2019,2027,36,579.3472,590.95,23.9115,571.7619,0.0413,532.8,595.0,62.2
"rear axle - , e-",vw,golf,2013,2020,29,371.3552,355.9,23.558,554.9797,0.0634,353.8,416.5,62.7
drive shaft -(right rear),skoda,octavia,2013,2020,66,235.1258,236.65,23.0185,529.851,0.0979,200.5,285.6,85.1
contact roll airbag -,toyota,corolla,2019,2027,25,211.724,214.2,22.8143,520.4914,0.1078,177.6,238.0,60.4
brake caliper -(left rear),toyota,corolla,2019,2027,50,187.736,177.7,22.3298,498.6179,0.1189,165.8,238.0,72.2
dragkrok styrenhet -,skoda,octavia,2005,2013,7,104.8714,118.0,22.2885,496.7792,0.2125,59.2,119.0,59.8
"side airbags - , e-(right)",vw,golf,2004,2009,18,102.9778,118.0,21.7657,473.7451,0.2114,71.9,119.0,47.1
"inter axle compl. - , e-",vw,golf,2009,2013,21,439.7762,427.0,21.3518,455.899,0.0486,424.6,476.0,51.4
abs hydraulic pump -,toyota,corolla,2019,2027,30,526.8133,533.15,20.8616,435.2072,0.0396,438.1,547.4,109.3
power steering control unit -,toyota,corolla,2008,2012,14,228.3714,236.8,20.7381,430.0706,0.0908,177.6,238.0,60.4
"drive shaft - , e-(left rear)",vw,golf,2009,2013,11,182.3182,200.5,20.7269,429.6033,0.1137,159.2,202.3,43.1
hub rear -(rear),toyota,corolla,1998,2001,7,67.6571,59.2,20.7157,429.1396,0.3062,59.2,118.4,59.2
drive shaft -(left front),toyota,corolla,2019,2027,70,285.5414,294.9,20.2016,408.1039,0.0707,235.9,297.5,61.6
abs control unit -,toyota,corolla,1998,2001,18,75.0111,88.5,19.5491,382.1665,0.2606,47.2,89.3,42.1
"fuel tank injection - , e-",vw,golf,1998,2006,23,94.3609,84.5,18.6819,349.0128,0.198,71.9,121.4,49.5
brake caliper-(left front),toyota,corolla,2019,2027,4,160.3,160.3,18.2,331.24,0.1135,142.1,178.5,36.4
airbag control unit -,toyota,corolla,2008,2012,14,224.3857,236.4,18.0886,327.1984,0.0806,181.2,238.0,56.8
engine diesel-,toyota,corolla,2002,2007,2,787.35,787.35,17.75,315.0625,0.0225,769.6,805.1,35.5
turbo aggregate -,skoda,octavia,2013,2020,24,393.5625,396.85,17.558,308.284,0.0446,365.6,416.5,50.9
"knee - , e-",vw,golf,2013,2020,30,197.6733,201.15,17.4055,302.952,0.0881,176.9,220.1,43.2
rear sensor -(rear),skoda,octavia,2013,2020,6,78.7167,71.05,17.3003,299.3014,0.2198,70.8,117.4,46.6
drive shaft -(left front),toyota,corolla,2013,2018,4,190.9,183.5,16.9237,286.41,0.0887,177.6,219.0,41.4
drive shaft -(right front),skoda,octavia,2013,2020,36,261.4056,259.9,16.9032,285.7183,0.0647,241.8,297.5,55.7
curtain airbags -(right),skoda,octavia,2013,2020,54,156.9685,148.1,16.7527,280.6529,0.1067,141.5,184.4,42.9
side airbags -(right),skoda,octavia,2013,2020,18,153.9389,142.3,16.7496,280.549,0.1088,141.5,178.5,37.0
"fly wheel manual - , e-",vw,golf,2004,2009,18,130.2,141.6,16.7399,280.2233,0.1286,106.1,142.8,36.7
gear box 5 speed -,toyota,corolla,1998,2001,7,632.6571,639.4,16.7017,278.9482,0.0264,592.0,642.6,50.6
contact roll airbag -,toyota,corolla,2008,2012,7,218.2286,225.0,16.5989,275.522,0.0761,177.6,226.1,48.5
"drive shaft - , e-(right front)",vw,golf,2013,2020,33,252.2879,243.2,15.7294,247.415,0.0623,241.8,296.0,54.2
